id_venta;numero_linea;fecha;id_cliente;id_tienda;id_producto;id_promocion;cantidad;precio_unitario_lista;descuento_pct;precio_unitario_final;importe_venta;costo_total;margen
188;2;05/01/2024;188;7;215;1;1;10.9;0.0;10.9;10.9;7.6;3.3
188;3;05/01/2024;188;7;191;1;1;4.5;0.0;4.5;4.5;2.9;1.6
189;1;05/01/2024;189;7;197;1;2;4.5;0.0;4.5;9.0;5.8;3.2
190;1;05/01/2024;190;4;206;1;3;6.5;0.0;6.5;19.5;13.2;6.3
191;1;05/01/2024;191;13;188;1;5;4.9;0.0;4.9;24.5;15.5;9.0
191;2;05/01/2024;191;13;4;1;1;5.4;0.0;5.4;5.4;3.6;1.8
192;1;05/01/2024;192;2;6;1;1;6.5;;6.5;6.5;4.1;2.4
193;1;05/01/2024;193;4;141;1;3;4.5;0.0;4.5;13.5;8.7;4.8
194;1;05/01/2024;194;2;155;1;1;4.5;0.0;4.5;4.5;2.9;1.6
194;2;05/01/2024;194;2;176;1;4;5.2;0.0;5.2;20.8;13.6;7.2
194;3;05/01/2024;194;2;101;1;1;2.2;0.0;2.2;2.2;1.2;1.0
194;4;05/01/2024;194;2;192;1;1;5.9;0.0;5.9;5.9;3.9;2.0
195;1;05/01/2024;195;7;208;1;2;4.5;0.0;4.5;9.0;5.8;3.2
196;1;05/01/2024;196;4;50;1;1;24.9;0.0;24.9;24.9;18.1;6.8
197;1;05/01/2024;197;9;32;1;1;5.2;0.0;5.2;5.2;3.3;1.9
198;1;05/01/2024;198;7;379;1;1;24.9;0.0;24.9;24.9;18.3;6.6
198;2;05/01/2024;198;7;239;1;1;9.9;0.0;9.9;9.9;6.8;3.1
199;1;05/01/2024;199;1;238;1;2;3.5;0.0;3.5;7.0;4.4;2.6
200;1;05/01/2024;200;9;462;1;2;16.9;0.0;16.9;33.8;23.8;10.0
201;1;05/01/2024;201;2;477;1;1;39.9;0.0;39.9;39.9;29.8;10.1
202;1;05/01/2024;202;4;151;1;3;9.9;0.0;9.9;29.7;20.4;9.3
203;1;05/01/2024;203;15;453;1;1;34.9;0.0;34.9;34.9;26.8;8.1
204;1;05/01/2024;204;1;24;1;1;7.9;0.0;7.9;7.9;5.4;2.5
205;1;05/01/2024;205;12;264;1;1;3.5;0.0;3.5;3.5;2.3;1.2
206;1;05/01/2024;206;1;287;1;1;16.9;0.0;16.9;16.9;12.2;4.7
207;1;05/01/2024;207;3;225;1;1;28.9;0.0;28.9;28.9;22.1;6.8
207;2;05/01/2024;207;3;207;1;1;5.9;0.0;5.9;5.9;3.9;2.0
208;1;05/01/2024;208;13;209;1;1;21.9;0.0;21.9;21.9;16.4;5.5
208;2;05/01/2024;208;13;1;1;1;6.9;0.0;6.9;6.9;4.4;2.5
208;3;05/01/2024;208;13;100;1;2;9.9;0.0;9.9;19.8;13.6;6.2
209;1;05/01/2024;209;14;447;1;1;54.9;0.0;54.9;54.9;43.1;11.8
210;1;05/01/2024;210;3;281;1;1;9.9;0.0;9.9;9.9;6.7;3.2
211;1;05/01/2024;211;10;202;1;4;4.2;0.0;4.2;16.8;10.8;6.0
212;1;05/01/2024;212;2;187;1;1;5.4;0.0;5.4;5.4;3.5;1.9
212;2;05/01/2024;212;2;151;1;3;9.9;0.0;9.9;29.7;20.4;9.3
212;3;05/01/2024;212;2;175;1;2;6.5;0.0;6.5;13.0;8.4;4.6
212;4;05/01/2024;212;2;255;1;1;3.9;0.0;3.9;3.9;2.6;1.3
213;1;05/01/2024;213;2;92;1;1;8.1;0.0;8.1;8.1;5.6;2.5
214;1;05/01/2024;214;7;482;1;2;79.9;0.0;79.9;159.8;122.4;37.4
215;1;05/01/2024;215;12;33;1;1;10.3;0.0;10.3;10.3;6.8;3.5
215;2;05/01/2024;215;12;134;1;1;14.9;0.0;14.9;14.9;10.1;4.8
215;3;05/01/2024;215;12;149;1;1;7.9;0.0;7.9;7.9;5.5;2.4
215;4;05/01/2024;215;12;73;1;1;6.2;0.0;6.2;6.2;4.2;2.0
216;1;05/01/2024;216;2;363;1;3;16.9;0.0;16.9;50.7;36.3;14.4
217;1;05/01/2024;217;8;264;1;2;3.5;0.0;3.5;7.0;4.6;2.4
218;1;05/01/2024;218;4;161;1;2;15.9;0.0;15.9;31.8;22.2;9.6
219;1;05/01/2024;219;6;202;1;2;4.2;0.0;4.2;8.4;5.4;3.0
220;1;05/01/2024;220;5;62;1;2;6.8;0.0;6.8;13.6;9.2;4.4
220;2;05/01/2024;220;5;93;1;1;4.5;0.0;4.5;4.5;2.9;1.6
221;1;05/01/2024;221;8;410;1;2;12.9;0.0;12.9;25.8;18.2;7.6
221;2;05/01/2024;221;8;423;1;1;14.9;0.0;14.9;14.9;10.6;4.3
222;1;05/01/2024;222;5;258;1;2;2.5;0.0;2.5;5.0;3.0;2.0
223;1;05/01/2024;223;1;387;1;4;17.9;0.0;17.9;71.6;52.4;19.2
224;1;05/01/2024;224;7;344;1;1;4.5;0.0;4.5;4.5;2.9;1.6
225;1;05/01/2024;225;4;339;1;1;22.9;0.0;22.9;22.9;16.6;6.3
226;1;06/01/2024;226;14;278;1;2;11.9;0.0;11.9;23.8;16.2;7.6
227;1;06/01/2024;227;6;191;1;1;4.5;0.0;4.5;4.5;2.9;1.6
228;1;06/01/2024;228;1;258;1;2;2.5;0.0;2.5;5.0;3.0;2.0
229;1;06/01/2024;229;11;33;1;1;10.3;0.0;10.3;10.3;6.8;3.5
229;2;06/01/2024;229;11;144;1;1;7.2;0.0;7.2;7.2;4.9;2.3
229;3;06/01/2024;229;11;31;1;3;5.4;0.0;5.4;16.2;10.2;6.0
229;4;06/01/2024;229;11;266;1;3;6.9;0.0;6.9;20.7;14.4;6.3
230;1;06/01/2024;230;1;239;1;1;9.9;0.0;9.9;9.9;6.8;3.1
231;1;06/01/2024;231;7;281;1;1;9.9;0.0;9.9;9.9;6.7;3.2
232;1;06/01/2024;232;8;356;1;1;8.9;0.0;8.9;8.9;6.1;2.8
233;1;06/01/2024;233;1;328;1;1;18.9;0.0;18.9;18.9;13.6;5.3
233;2;06/01/2024;233;1;365;1;1;13.9;0.0;13.9;13.9;9.9;4.0
234;1;06/01/2024;234;7;143;1;1;6.5;0.0;6.5;6.5;4.3;2.2
234;2;06/01/2024;234;7;36;1;3;18.5;0.0;18.5;55.5;37.5;18.0
235;1;06/01/2024;235;4;289;1;1;5.9;0.0;5.9;5.9;3.8;2.1
235;2;06/01/2024;235;4;326;1;1;7.2;0.0;7.2;7.2;4.9;2.3
236;1;06/01/2024;236;3;143;1;2;6.5;0.0;6.5;13.0;8.6;4.4
237;1;06/01/2024;237;4;172;1;2;4.5;0.0;4.5;9.0;5.8;3.2
237;2;06/01/2024;237;4;108;1;1;2.8;0.0;2.8;2.8;1.6;1.2
237;3;06/01/2024;237;4;199;1;2;3.9;0.0;3.9;7.8;5.0;2.8
238;1;06/01/2024;238;7;286;1;3;28.9;0.0;28.9;86.7;62.4;24.3
238;2;06/01/2024;238;7;325;1;1;6.9;0.0;6.9;6.9;4.6;2.3
239;1;06/01/2024;239;8;141;1;2;4.5;0.0;4.5;9.0;5.8;3.2
240;1;06/01/2024;240;7;53;1;3;5.9;0.0;5.9;17.7;11.4;6.3
241;1;06/01/2024;241;1;495;1;1;19.9;0.0;19.9;19.9;14.2;5.7
242;1;06/01/2024;242;3;428;1;1;79.9;0.0;79.9;79.9;61.5;18.4
243;1;06/01/2024;243;6;145;1;2;6.2;0.0;6.2;12.4;8.2;4.2
244;1;06/01/2024;244;4;354;1;2;14.9;0.0;14.9;29.8;21.6;8.2
245;1;06/01/2024;245;4;416;1;1;89.9;0.0;89.9;89.9;71.4;18.5
246;1;06/01/2024;246;3;289;1;2;5.9;0.0;5.9;11.8;7.6;4.2
246;2;06/01/2024;246;3;317;1;1;17.9;0.0;17.9;17.9;13.1;4.8
246;3;06/01/2024;246;3;299;1;1;8.9;0.0;8.9;8.9;5.9;3.0
247;1;06/01/2024;247;2;2;1;2;31.9;0.0;31.9;63.8;47.6;16.2
248;1;06/01/2024;248;3;89;1;1;8.9;0.0;8.9;8.9;6.2;2.7
248;2;06/01/2024;248;3;16;1;1;4.8;0.0;4.8;4.8;2.9;1.9
248;3;06/01/2024;248;3;93;1;1;4.5;0.0;4.5;4.5;2.9;1.6
249;1;06/01/2024;249;3;210;1;1;15.9;0.0;15.9;15.9;11.6;4.3
250;1;06/01/2024;250;8;9;1;1;32.5;0.0;32.5;32.5;24.3;8.2
250;2;06/01/2024;250;8;46;1;2;15.2;0.0;15.2;30.4;21.6;8.8
251;1;06/01/2024;251;4;233;1;1;7.9;0.0;7.9;7.9;5.3;2.6
251;2;06/01/2024;251;4;163;1;2;12.9;0.0;12.9;25.8;18.2;7.6
251;3;06/01/2024;251;4;379;1;1;24.9;0.0;24.9;24.9;18.3;6.6
252;1;06/01/2024;252;2;55;1;1;8.4;0.0;8.4;8.4;5.6;2.8
252;2;06/01/2024;252;2;97;1;3;18.9;0.0;18.9;56.7;40.8;15.9
253;1;06/01/2024;253;8;62;1;4;6.8;0.0;6.8;27.2;18.4;8.8
254;1;06/01/2024;254;15;240;1;3;10.5;0.0;10.5;31.5;21.6;9.9
254;2;06/01/2024;254;15;110;1;2;8.9;0.0;8.9;17.8;11.4;6.4
255;1;06/01/2024;255;11;413;1;2;15.9;0.0;15.9;31.8;22.8;9.0
256;1;06/01/2024;256;1;412;1;1;21.9;0.0;21.9;21.9;16.1;5.8
257;1;06/01/2024;257;2;120;1;1;8.9;0.0;8.9;8.9;5.6;3.3
258;1;06/01/2024;258;14;14;1;1;12.9;0.0;12.9;12.9;9.1;3.8
258;2;06/01/2024;258;14;44;1;1;14.5;0.0;14.5;14.5;10.1;4.4
258;3;06/01/2024;258;14;214;1;1;23.9;0.0;23.9;23.9;18.1;5.8
259;1;06/01/2024;259;15;400;1;1;15.9;0.0;15.9;15.9;11.5;4.4
260;1;06/01/2024;260;7;313;1;2;9.9;0.0;9.9;19.8;13.6;6.2
260;2;06/01/2024;260;7;306;1;1;10.5;0.0;10.5;10.5;7.2;3.3
260;3;06/01/2024;260;7;488;1;1;24.9;0.0;24.9;24.9;18.3;6.6
260;4;06/01/2024;260;7;472;1;1;119.9;0.0;119.9;119.9;91.3;28.6
261;1;06/01/2024;261;10;404;1;1;58.9;0.0;58.9;58.9;44.8;14.1
262;1;06/01/2024;262;1;343;1;1;3.5;0.0;3.5;3.5;2.2;1.3
262;2;06/01/2024;262;1;355;1;2;10.9;0.0;10.9;21.8;15.4;6.4
262;3;06/01/2024;262;1;369;1;2;17.9;0.0;17.9;35.8;25.6;10.2
263;1;06/01/2024;263;6;410;1;2;12.9;0.0;12.9;25.8;18.2;7.6
263;2;06/01/2024;263;6;406;1;1;64.9;0.0;64.9;64.9;49.5;15.4
264;1;06/01/2024;264;13;283;1;1;32.9;0.0;32.9;32.9;24.8;8.1
264;2;06/01/2024;264;13;324;1;1;8.2;0.0;8.2;8.2;5.6;2.6
265;1;06/01/2024;265;10;466;1;1;8.9;;8.9;8.9;6.1;2.8
265;2;06/01/2024;265;10;447;1;1;54.9;0.0;54.9;54.9;43.1;11.8
266;1;06/01/2024;266;15;321;1;1;10.9;0.0;10.9;10.9;7.5;3.4
267;1;06/01/2024;267;11;210;1;1;15.9;0.0;15.9;15.9;11.6;4.3
267;2;06/01/2024;267;11;6;1;2;6.5;0.0;6.5;13.0;8.2;4.8
267;3;06/01/2024;267;11;65;1;2;6.1;0.0;6.1;12.2;8.0;4.2
267;4;06/01/2024;267;11;100;1;1;9.9;0.0;9.9;9.9;6.8;3.1
268;1;06/01/2024;268;6;34;1;4;10.1;0.0;10.1;40.4;26.4;14.0
268;2;06/01/2024;268;6;76;1;1;12.9;0.0;12.9;12.9;8.8;4.1
269;1;06/01/2024;269;4;140;1;2;6.2;0.0;6.2;12.4;8.2;4.2
269;2;06/01/2024;269;4;37;1;2;6.1;0.0;6.1;12.2;8.2;4.0
269;3;06/01/2024;269;4;145;1;1;6.2;0.0;6.2;6.2;4.1;2.1
270;1;06/01/2024;270;4;445;1;1;24.9;0.0;24.9;24.9;18.8;6.1
270;2;06/01/2024;270;4;461;1;2;22.9;0.0;22.9;45.8;33.0;12.8
270;3;06/01/2024;270;4;442;1;1;6.9;0.0;6.9;6.9;4.6;2.3
270;4;06/01/2024;270;4;446;1;1;27.9;0.0;27.9;27.9;21.2;6.7
271;1;07/01/2024;271;4;258;1;2;2.5;0.0;2.5;5.0;3.0;2.0
272;1;07/01/2024;272;3;453;1;1;34.9;0.0;34.9;34.9;26.8;8.1
272;2;07/01/2024;272;3;434;1;1;8.9;0.0;8.9;8.9;5.9;3.0
273;1;07/01/2024;273;5;473;1;1;49.9;0.0;49.9;49.9;37.9;12.0
273;2;07/01/2024;273;5;478;1;1;44.9;0.0;44.9;44.9;34.2;10.7
274;1;07/01/2024;274;8;471;1;5;24.9;0.0;24.9;124.5;89.0;35.5
275;1;07/01/2024;275;11;57;1;1;12.9;0.0;12.9;12.9;8.9;4.0
276;1;07/01/2024;276;6;99;1;1;3.2;0.0;3.2;3.2;1.9;1.3
276;2;07/01/2024;276;6;193;1;2;6.2;0.0;6.2;12.4;8.2;4.2
276;3;07/01/2024;276;6;44;1;1;14.5;0.0;14.5;14.5;10.1;4.4
277;1;07/01/2024;277;15;14;1;1;12.9;0.0;12.9;12.9;9.1;3.8
277;2;07/01/2024;277;15;49;1;1;63.9;0.0;63.9;63.9;47.6;16.3
278;1;07/01/2024;278;3;16;1;1;4.8;0.0;4.8;4.8;2.9;1.9
279;1;07/01/2024;279;13;42;1;2;13.2;0.0;13.2;26.4;18.2;8.2
279;2;07/01/2024;279;13;14;1;1;12.9;0.0;12.9;12.9;9.1;3.8
279;3;07/01/2024;279;13;65;1;3;6.1;0.0;6.1;18.3;12.0;6.3
280;1;07/01/2024;280;9;127;1;1;23.9;0.0;23.9;23.9;16.5;7.4
280;2;07/01/2024;280;9;34;1;1;10.1;0.0;10.1;10.1;6.6;3.5
280;3;07/01/2024;280;9;148;1;3;4.7;0.0;4.7;14.1;9.0;5.1
280;4;07/01/2024;280;9;146;1;3;8.5;0.0;8.5;25.5;17.7;7.8
281;1;07/01/2024;281;1;62;1;3;6.8;0.0;6.8;20.4;13.8;6.6
282;1;07/01/2024;282;15;143;1;1;6.5;0.0;6.5;6.5;4.3;2.2
282;2;07/01/2024;282;15;39;1;1;9.9;0.0;9.9;9.9;6.5;3.4
283;1;07/01/2024;283;5;196;1;1;3.9;0.0;3.9;3.9;2.4;1.5
283;2;07/01/2024;283;5;214;1;4;23.9;0.0;23.9;95.6;72.4;23.2
284;1;07/01/2024;284;5;103;1;2;2.3;0.0;2.3;4.6;2.6;2.0
285;1;07/01/2024;285;6;143;1;1;6.5;0.0;6.5;6.5;4.3;2.2
286;1;07/01/2024;286;2;471;1;1;24.9;0.0;24.9;24.9;17.8;7.1
286;2;07/01/2024;286;2;492;1;1;129.9;0.0;129.9;129.9;101.6;28.3
287;1;07/01/2024;287;4;53;1;1;5.9;0.0;5.9;5.9;3.8;2.1
288;1;07/01/2024;288;8;239;1;3;9.9;0.0;9.9;29.7;20.4;9.3
288;2;07/01/2024;288;8;250;1;1;2.5;0.0;2.5;2.5;1.5;1.0
288;3;07/01/2024;288;8;104;1;1;6.1;0.0;6.1;6.1;3.6;2.5
289;1;07/01/2024;289;14;174;1;1;5.9;0.0;5.9;5.9;3.8;2.1
290;1;07/01/2024;290;11;113;1;3;8.9;0.0;8.9;26.7;17.1;9.6
291;1;07/01/2024;291;9;187;1;1;5.4;0.0;5.4;5.4;3.5;1.9
291;2;07/01/2024;291;9;101;1;1;2.2;0.0;2.2;2.2;1.2;1.0
292;1;07/01/2024;292;9;309;1;2;8.9;0.0;8.9;17.8;12.0;5.8
293;1;07/01/2024;293;2;456;1;1;119.9;0.0;119.9;119.9;95.4;24.5
294;1;07/01/2024;294;1;319;1;4;19.9;0.0;19.9;79.6;56.8;22.8
295;1;07/01/2024;295;4;397;1;2;19.9;0.0;19.9;39.8;29.6;10.2
295;2;07/01/2024;295;4;253;1;2;4.2;0.0;4.2;8.4;5.6;2.8
295;3;07/01/2024;295;4;266;1;2;6.9;0.0;6.9;13.8;9.6;4.2
295;4;07/01/2024;295;4;152;1;1;10.2;0.0;10.2;10.2;7.1;3.1
296;1;07/01/2024;296;11;56;1;1;7.9;0.0;7.9;7.9;5.2;2.7
297;1;07/01/2024;297;10;2;1;1;31.9;0.0;31.9;31.9;23.8;8.1
298;1;07/01/2024;298;1;281;1;1;9.9;0.0;9.9;9.9;6.7;3.2
299;1;07/01/2024;299;2;309;1;2;8.9;;8.9;17.8;12.0;5.8
299;2;07/01/2024;299;2;488;1;1;24.9;0.0;24.9;24.9;18.3;6.6
299;3;07/01/2024;299;2;305;1;3;8.9;0.0;8.9;26.7;18.0;8.7
300;1;07/01/2024;300;2;4;1;1;5.4;0.0;5.4;5.4;3.6;1.8
301;1;07/01/2024;301;7;188;1;1;4.9;0.0;4.9;4.9;3.1;1.8
302;1;07/01/2024;302;1;111;1;1;3.8;0.0;3.8;3.8;2.3;1.5
303;1;07/01/2024;303;7;268;1;1;2.5;0.0;2.5;2.5;1.5;1.0
304;1;07/01/2024;304;7;356;1;1;8.9;0.0;8.9;8.9;6.1;2.8
305;1;07/01/2024;305;3;218;1;2;69.9;0.0;69.9;139.8;111.6;28.2
305;2;07/01/2024;305;3;202;1;1;4.2;0.0;4.2;4.2;2.7;1.5
305;3;07/01/2024;305;3;196;1;1;3.9;0.0;3.9;3.9;2.4;1.5
306;1;07/01/2024;306;6;240;1;1;10.5;0.0;10.5;10.5;7.2;3.3
307;1;07/01/2024;307;12;52;1;1;8.2;0.0;8.2;8.2;5.4;2.8
308;1;07/01/2024;308;7;287;1;1;16.9;0.0;16.9;16.9;12.2;4.7
309;1;07/01/2024;309;1;406;1;4;64.9;0.0;64.9;259.6;198.0;61.6
309;2;07/01/2024;309;1;425;1;1;18.9;0.0;18.9;18.9;13.8;5.1
310;1;07/01/2024;310;7;288;1;1;6.5;0.0;6.5;6.5;4.2;2.3
311;1;07/01/2024;311;4;51;1;1;7.9;0.0;7.9;7.9;5.1;2.8
312;1;07/01/2024;312;13;178;1;1;12.9;0.0;12.9;12.9;9.1;3.8
312;2;07/01/2024;312;13;106;1;3;2.9;0.0;2.9;8.7;5.1;3.6
313;1;07/01/2024;313;15;148;1;1;4.7;0.0;4.7;4.7;3.0;1.7
314;1;07/01/2024;314;13;129;1;2;18.9;0.0;18.9;37.8;26.4;11.4
314;2;07/01/2024;314;13;37;1;2;6.1;0.0;6.1;12.2;8.2;4.0
314;3;07/01/2024;314;13;130;1;1;8.9;0.0;8.9;8.9;5.9;3.0
315;1;07/01/2024;315;9;170;1;3;6.9;0.0;6.9;20.7;13.8;6.9
316;1;08/01/2024;316;4;209;1;2;21.9;0.0;21.9;43.8;32.8;11.0
317;1;08/01/2024;317;15;172;1;1;4.5;0.0;4.5;4.5;2.9;1.6
318;1;08/01/2024;318;13;111;1;1;3.8;0.0;3.8;3.8;2.3;1.5
318;2;08/01/2024;318;13;385;1;1;16.9;0.0;16.9;16.9;12.2;4.7
319;1;08/01/2024;319;7;300;1;1;9.9;0.0;9.9;9.9;6.8;3.1
319;2;08/01/2024;319;7;325;1;5;6.9;0.0;6.9;34.5;23.0;11.5
320;1;08/01/2024;320;4;345;1;2;4.9;0.0;4.9;9.8;6.4;3.4
321;1;08/01/2024;321;9;30;1;3;4.7;0.0;4.7;14.1;8.4;5.7
321;2;08/01/2024;321;9;162;1;3;18.9;0.0;18.9;56.7;40.2;16.5
322;1;08/01/2024;322;5;18;1;1;4.2;0.0;4.2;4.2;2.5;1.7
322;2;08/01/2024;322;5;93;1;3;4.5;0.0;4.5;13.5;8.7;4.8
322;3;08/01/2024;322;5;22;1;1;5.1;0.0;5.1;5.1;3.2;1.9
323;1;08/01/2024;323;11;176;1;2;5.2;0.0;5.2;10.4;6.8;3.6
324;1;08/01/2024;324;4;110;1;1;8.9;0.0;8.9;8.9;5.7;3.2
325;1;08/01/2024;325;4;220;1;1;32.9;0.0;32.9;32.9;25.2;7.7
326;1;08/01/2024;326;9;31;1;2;5.4;0.0;5.4;10.8;6.8;4.0
327;1;08/01/2024;327;7;63;1;1;6.2;0.0;6.2;6.2;4.1;2.1
327;2;08/01/2024;327;7;42;1;3;13.2;0.0;13.2;39.6;27.3;12.3
328;1;08/01/2024;328;2;65;1;2;6.1;0.0;6.1;12.2;8.0;4.2
329;1;08/01/2024;329;2;329;1;2;19.9;0.0;19.9;39.8;28.6;11.2
329;2;08/01/2024;329;2;345;1;1;4.9;0.0;4.9;4.9;3.2;1.7
329;3;08/01/2024;329;2;353;1;1;8.9;0.0;8.9;8.9;6.2;2.7
329;4;08/01/2024;329;2;369;1;2;17.9;0.0;17.9;35.8;25.6;10.2
329;5;08/01/2024;329;2;351;1;1;6.9;0.0;6.9;6.9;4.8;2.1
329;6;08/01/2024;329;2;373;1;1;42.9;0.0;42.9;42.9;32.5;10.4
330;1;08/01/2024;330;4;278;1;2;11.9;0.0;11.9;23.8;16.2;7.6
331;1;08/01/2024;331;4;374;1;1;18.9;0.0;18.9;18.9;13.6;5.3
331;2;08/01/2024;331;4;360;1;1;6.9;0.0;6.9;6.9;4.6;2.3
332;1;08/01/2024;332;3;45;1;2;59.9;0.0;59.9;119.8;88.4;31.4
333;1;08/01/2024;333;4;213;1;4;14.9;0.0;14.9;59.6;43.2;16.4
334;1;08/01/2024;334;15;411;1;4;13.9;0.0;13.9;55.6;39.6;16.0
335;1;08/01/2024;335;5;16;1;1;4.8;0.0;4.8;4.8;2.9;1.9
336;1;08/01/2024;336;7;141;1;1;4.5;0.0;4.5;4.5;2.9;1.6
337;1;08/01/2024;337;7;161;1;4;15.9;0.0;15.9;63.6;44.4;19.2
338;1;08/01/2024;338;10;466;1;1;8.9;0.0;8.9;8.9;6.1;2.8
339;1;08/01/2024;339;15;17;1;3;4.6;0.0;4.6;13.8;8.4;5.4
340;1;08/01/2024;340;15;33;1;2;10.3;0.0;10.3;20.6;13.6;7.0
340;2;08/01/2024;340;15;80;1;2;6.9;0.0;6.9;13.8;9.2;4.6
341;1;08/01/2024;341;9;50;1;2;24.9;0.0;24.9;49.8;36.2;13.6
342;1;08/01/2024;342;4;363;1;4;16.9;0.0;16.9;67.6;48.4;19.2
343;1;08/01/2024;343;4;210;1;1;15.9;0.0;15.9;15.9;11.6;4.3
344;1;08/01/2024;344;8;356;1;1;8.9;0.0;8.9;8.9;6.1;2.8
345;1;08/01/2024;345;7;172;1;1;4.5;0.0;4.5;4.5;2.9;1.6
346;1;08/01/2024;346;1;29;1;1;4.8;0.0;4.8;4.8;2.9;1.9
347;1;08/01/2024;347;3;299;1;1;8.9;0.0;8.9;8.9;5.9;3.0
348;1;08/01/2024;348;1;88;1;4;6.9;0.0;6.9;27.6;18.8;8.8
348;2;08/01/2024;348;1;214;1;2;23.9;0.0;23.9;47.8;36.2;11.6
349;1;08/01/2024;349;7;29;1;1;4.8;0.0;4.8;4.8;2.9;1.9
349;2;08/01/2024;349;7;159;1;1;19.9;0.0;19.9;19.9;14.1;5.8
350;1;08/01/2024;350;11;231;1;2;9.9;0.0;9.9;19.8;13.8;6.0
351;1;08/01/2024;351;4;140;1;2;6.2;0.0;6.2;12.4;8.2;4.2
352;1;08/01/2024;352;7;29;1;2;4.8;0.0;4.8;9.6;5.8;3.8
352;2;08/01/2024;352;7;57;1;2;12.9;0.0;12.9;25.8;17.8;8.0
352;3;08/01/2024;352;7;13;1;1;5.9;0.0;5.9;5.9;3.9;2.0
352;4;08/01/2024;352;7;90;1;4;6.5;0.0;6.5;26.0;17.6;8.4
353;1;08/01/2024;353;2;148;1;1;4.7;0.0;4.7;4.7;3.0;1.7
353;2;08/01/2024;353;2;35;1;1;16.9;0.0;16.9;16.9;11.2;5.7
353;3;08/01/2024;353;2;140;1;1;6.2;0.0;6.2;6.2;4.1;2.1
354;1;08/01/2024;354;7;30;1;2;4.7;0.0;4.7;9.4;5.6;3.8
355;1;08/01/2024;355;8;488;1;1;24.9;0.0;24.9;24.9;18.3;6.6
356;1;08/01/2024;356;4;172;1;1;4.5;0.0;4.5;4.5;2.9;1.6
356;2;08/01/2024;356;4;190;1;1;3.5;0.0;3.5;3.5;2.2;1.3
356;3;08/01/2024;356;4;211;1;4;16.5;0.0;16.5;66.0;48.4;17.6
357;1;08/01/2024;357;8;112;1;1;3.8;0.0;3.8;3.8;2.3;1.5
358;1;08/01/2024;358;14;187;1;2;5.4;0.0;5.4;10.8;7.0;3.8
358;2;08/01/2024;358;14;189;1;1;3.9;0.0;3.9;3.9;2.4;1.5
359;1;08/01/2024;359;2;119;1;1;8.9;0.0;8.9;8.9;5.6;3.3
359;2;08/01/2024;359;2;154;1;3;14.2;0.0;14.2;42.6;30.3;12.3
360;1;08/01/2024;360;10;34;1;3;10.1;0.0;10.1;30.3;19.8;10.5
361;1;09/01/2024;361;10;464;1;3;39.9;0.0;39.9;119.7;91.2;28.5
362;1;09/01/2024;362;6;279;1;2;15.9;0.0;15.9;31.8;22.8;9.0
363;1;09/01/2024;363;10;2;1;4;31.9;0.0;31.9;127.6;95.2;32.4
363;2;09/01/2024;363;10;49;1;1;63.9;0.0;63.9;63.9;47.6;16.3
363;3;09/01/2024;363;10;10;1;1;38.9;0.0;38.9;38.9;29.0;9.9
363;4;09/01/2024;363;10;197;1;1;4.5;0.0;4.5;4.5;2.9;1.6
364;1;09/01/2024;364;7;344;1;1;4.5;0.0;4.5;4.5;2.9;1.6
365;1;09/01/2024;365;9;321;1;1;10.9;0.0;10.9;10.9;7.5;3.4
366;1;09/01/2024;366;1;201;1;1;3.2;0.0;3.2;3.2;1.9;1.3
366;2;09/01/2024;366;1;98;1;3;7.9;0.0;7.9;23.7;15.9;7.8
367;1;09/01/2024;367;2;379;1;1;24.9;0.0;24.9;24.9;18.3;6.6
368;1;09/01/2024;368;3;488;1;2;24.9;0.0;24.9;49.8;36.6;13.2
369;1;09/01/2024;369;14;297;1;1;7.9;0.0;7.9;7.9;5.3;2.6
370;1;09/01/2024;370;7;345;1;1;4.9;0.0;4.9;4.9;3.2;1.7
371;1;09/01/2024;371;8;50;1;1;24.9;0.0;24.9;24.9;18.1;6.8
372;1;09/01/2024;372;1;50;1;1;24.9;0.0;24.9;24.9;18.1;6.8
372;2;09/01/2024;372;1;213;1;3;14.9;0.0;14.9;44.7;32.4;12.3
372;3;09/01/2024;372;1;4;1;1;5.4;0.0;5.4;5.4;3.6;1.8
373;1;09/01/2024;373;2;239;1;2;9.9;0.0;9.9;19.8;13.6;6.2
374;1;09/01/2024;374;5;408;1;2;72.9;0.0;72.9;145.8;112.2;33.6
375;1;09/01/2024;375;5;14;1;1;12.9;0.0;12.9;12.9;9.1;3.8
375;2;09/01/2024;375;5;50;1;2;24.9;0.0;24.9;49.8;36.2;13.6
376;1;09/01/2024;376;1;128;1;1;15.9;0.0;15.9;15.9;10.8;5.1
376;2;09/01/2024;376;1;33;1;1;10.3;0.0;10.3;10.3;6.8;3.5
376;3;09/01/2024;376;1;77;1;3;9.5;0.0;9.5;28.5;19.2;9.3
377;1;09/01/2024;377;14;415;1;2;89.9;0.0;89.9;179.8;142.8;37.0
378;1;09/01/2024;378;14;344;1;1;4.5;0.0;4.5;4.5;2.9;1.6
378;2;09/01/2024;378;14;335;1;1;18.9;0.0;18.9;18.9;13.4;5.5
379;1;09/01/2024;379;15;400;1;1;15.9;0.0;15.9;15.9;11.5;4.4
380;1;09/01/2024;380;7;288;1;1;6.5;0.0;6.5;6.5;4.2;2.3
380;2;09/01/2024;380;7;471;1;1;24.9;0.0;24.9;24.9;17.8;7.1
